state;sig_url
CA;https://justfacts.votesmart.org/interest-group/2445/democrats-for-israel-los-angeles
CA;https://justfacts.votesmart.org/interest-group/1019/california-chamber-of-commerce
CA;https://justfacts.votesmart.org/interest-group/2522/university-of-california-student-association
CA;https://justfacts.votesmart.org/interest-group/881/jericho
CA;https://justfacts.votesmart.org/interest-group/127/california-faculty-association
CA;https://justfacts.votesmart.org/interest-group/2638/national-association-of-social-workers-california
CA;https://justfacts.votesmart.org/interest-group/2935/university-professional-and-technical-employees
CA;https://justfacts.votesmart.org/interest-group/2634/united-domestic-workers-of-america-udwafscme-local-3930-afl-cio
CA;https://justfacts.votesmart.org/interest-group/792/howard-jarvis-taxpayers-association
CA;https://justfacts.votesmart.org/interest-group/124/gun-owners-of-california
CA;https://justfacts.votesmart.org/interest-group/2437/spirit-of-democracy
CA;https://justfacts.votesmart.org/interest-group/2262/california-professional-firefighters
CA;https://justfacts.votesmart.org/interest-group/1698/environment-california
CA;https://justfacts.votesmart.org/interest-group/1537/california-school-employees-association
CA;https://justfacts.votesmart.org/interest-group/2635/latinas-lead-california
CA;https://justfacts.votesmart.org/interest-group/1326/congress-of-california-seniors
CA;https://justfacts.votesmart.org/interest-group/2631/stonewall-democratic-club
CA;https://justfacts.votesmart.org/interest-group/2720/california-police-chiefs-association
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles
CA;https://justfacts.votesmart.org/interest-group/338/race-forward
CA;https://justfacts.votesmart.org/interest-group/2582/california-state-university-employees-union
CA;https://justfacts.votesmart.org/interest-group/1875/capitol-weekly
CA;https://justfacts.votesmart.org/interest-group/476/california-manufacturers-and-technology-association
CA;https://justfacts.votesmart.org/interest-group/1289/jack-berman-advocacy-center
CA;https://justfacts.votesmart.org/interest-group/1285/equality-california
CA;https://justfacts.votesmart.org/interest-group/495/california-league-of-conservation-voters
CA;https://justfacts.votesmart.org/interest-group/72/christian-coalition-of-california
CA;https://justfacts.votesmart.org/interest-group/1852/capitol-resource-institute
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association
CA;https://justfacts.votesmart.org/interest-group/353/life-priority-network
CA;https://justfacts.votesmart.org/interest-group/2210/womens-political-committee
CA;https://justfacts.votesmart.org/interest-group/1924/peace-officers-research-association-of-california
CA;https://justfacts.votesmart.org/interest-group/1983/drugsense
CA;https://justfacts.votesmart.org/interest-group/1989/clean-water-action-california
CA;https://justfacts.votesmart.org/interest-group/859/biocom
CA;https://justfacts.votesmart.org/interest-group/2034/american-cancer-society-california-division-inc
CA;https://justfacts.votesmart.org/interest-group/84/national-federation-of-independent-business-california
CA;https://justfacts.votesmart.org/interest-group/1101/silicon-valley-leadership-group
CA;https://justfacts.votesmart.org/interest-group/2063/california-alliance-to-protect-private-property-rights
CA;https://justfacts.votesmart.org/interest-group/2872/courage-campaign
CA;https://justfacts.votesmart.org/interest-group/2719/california-statewide-law-enforcement-association
CA;https://justfacts.votesmart.org/interest-group/520/national-rifle-association-political-victory-fund
CA;https://justfacts.votesmart.org/interest-group/421/california-federation-of-business-and-professional-women
CA;https://justfacts.votesmart.org/interest-group/3270/california-association-of-professional-scientists
CA;https://justfacts.votesmart.org/interest-group/2930/harvey-milk-lgbtq-democratic-club
CA;https://justfacts.votesmart.org/interest-group/1600/asian-americans-for-civil-rights-and-equality
CA;https://justfacts.votesmart.org/interest-group/2524/california-civil-liberties-advocacy
CA;https://justfacts.votesmart.org/interest-group/637/consumer-federation-of-california
CA;https://justfacts.votesmart.org/interest-group/1025/california-public-interest-research-group-calpirg
CA;https://justfacts.votesmart.org/interest-group/1997/united-nurses-associations-of-california-union-of-health-care-professionals
CA;https://justfacts.votesmart.org/interest-group/224/planned-parenthood-affiliates-of-california
CA;https://justfacts.votesmart.org/interest-group/2881/roots-of-change
CA;https://justfacts.votesmart.org/interest-group/1262/california-republican-assembly
CA;https://justfacts.votesmart.org/interest-group/2123/save-california
CA;https://justfacts.votesmart.org/interest-group/2301/lambda-letters-project
CA;https://justfacts.votesmart.org/interest-group/1188/california-pro-life-council
CA;https://justfacts.votesmart.org/interest-group/1980/crime-victims-united-of-california
CA;https://justfacts.votesmart.org/interest-group/509/sierra-club-california
CA;https://justfacts.votesmart.org/interest-group/1928/new-majority-california
CA;https://justfacts.votesmart.org/interest-group/994/san-francisco-aids-foundation
CA;https://justfacts.votesmart.org/interest-group/2186/service-employees-international-union-seiu-california
CA;https://justfacts.votesmart.org/interest-group/1094/housing-california
CA;https://justfacts.votesmart.org/interest-group/250/california-national-organization-for-women
CA;https://justfacts.votesmart.org/interest-group/2523/health-access-california
CA;https://justfacts.votesmart.org/interest-group/2263/fraternal-order-of-police-california-state-lodge
CO;https://justfacts.votesmart.org/interest-group/1874/denver-metro-chamber-of-commerce
CO;https://justfacts.votesmart.org/interest-group/2213/colorado-medical-society
CO;https://justfacts.votesmart.org/interest-group/2735/colorado-students-for-education-reform-action-network
CO;https://justfacts.votesmart.org/interest-group/2748/colorado-chamber-of-commerce
CO;https://justfacts.votesmart.org/interest-group/1352/national-federation-of-independent-business-colorado
CO;https://justfacts.votesmart.org/interest-group/3011/resilient-denver
CO;https://justfacts.votesmart.org/interest-group/1214/colorado-gerontological-society
CO;https://justfacts.votesmart.org/interest-group/2309/conservation-colorado
CO;https://justfacts.votesmart.org/interest-group/2521/principles-of-liberty
CO;https://justfacts.votesmart.org/interest-group/1026/colorado-senior-lobby
CO;https://justfacts.votesmart.org/interest-group/803/sierra-club-rocky-mountain-chapter
CO;https://justfacts.votesmart.org/interest-group/477/colorado-pta
CO;https://justfacts.votesmart.org/interest-group/297/colorado-public-interest-research-group
CO;https://justfacts.votesmart.org/interest-group/1998/womens-lobby-of-colorado
CO;https://justfacts.votesmart.org/interest-group/2873/healthier-colorado
CO;https://justfacts.votesmart.org/interest-group/28/colorado-state-shooting-association
CO;https://justfacts.votesmart.org/interest-group/175/firearms-coalition-of-colorado
CO;https://justfacts.votesmart.org/interest-group/2320/colorado-voters-for-animals
CO;https://justfacts.votesmart.org/interest-group/578/rocky-mountain-gun-owners
CO;https://justfacts.votesmart.org/interest-group/1281/pikes-peak-firearms-coalition
CO;https://justfacts.votesmart.org/interest-group/1142/naral-pro-choice-colorado
CO;https://justfacts.votesmart.org/interest-group/3010/our-revolution-metro-denver
CO;https://justfacts.votesmart.org/interest-group/2520/mental-health-colorado
CO;https://justfacts.votesmart.org/interest-group/64/colorado-protectors-of-public-schools
CO;https://justfacts.votesmart.org/interest-group/627/equal-rights-colorado
CO;https://justfacts.votesmart.org/interest-group/71/league-of-conservation-voters-rocky-mountain-office
CO;https://justfacts.votesmart.org/interest-group/2745/one-colorado
CO;https://justfacts.votesmart.org/interest-group/202/planned-parenthood-votes-colorado
CO;https://justfacts.votesmart.org/interest-group/3300/republican-liberty-caucus-of-colorado
CO;https://justfacts.votesmart.org/interest-group/1135/national-rifle-association-political-victory-fund
CO;https://justfacts.votesmart.org/interest-group/923/colorado-right-to-life
CT;https://justfacts.votesmart.org/interest-group/129/coalition-of-connecticut-sportsmen
CT;https://justfacts.votesmart.org/interest-group/1736/people-of-faith-connecticut
CT;https://justfacts.votesmart.org/interest-group/409/connecticut-public-interest-research-group
CT;https://justfacts.votesmart.org/interest-group/1391/connecticut-citizen-action-group
CT;https://justfacts.votesmart.org/interest-group/2457/planned-parenthood-votes-connecticut
CT;https://justfacts.votesmart.org/interest-group/964/national-federation-of-independent-business-connecticut
CT;https://justfacts.votesmart.org/interest-group/838/national-rifle-association-political-victory-fund
CT;https://justfacts.votesmart.org/interest-group/931/connecticut-afl-cio
CT;https://justfacts.votesmart.org/interest-group/3/connecticut-league-of-conservation-voters
CT;https://justfacts.votesmart.org/interest-group/2795/aft-connecticut
CT;https://justfacts.votesmart.org/interest-group/2147/the-connecticut-chapter-of-the-sierra-club
DE;https://justfacts.votesmart.org/interest-group/540/national-federation-of-independent-business-delaware
DE;https://justfacts.votesmart.org/interest-group/1113/national-rifle-association-political-victory-fund
DE;https://justfacts.votesmart.org/interest-group/2000/positive-growth-alliance
DE;https://justfacts.votesmart.org/interest-group/2362/delaware-stonewall-pac
DE;https://justfacts.votesmart.org/interest-group/596/delaware-state-sportmens-association
FL;https://justfacts.votesmart.org/interest-group/2489/palm-beach-county-human-rights-council
FL;https://justfacts.votesmart.org/interest-group/2537/florida-retail-federation
FL;https://justfacts.votesmart.org/interest-group/2066/americans-for-prosperity-florida
FL;https://justfacts.votesmart.org/interest-group/3094/florida-planned-parenthood-pac
FL;https://justfacts.votesmart.org/interest-group/615/unified-sportsmen-of-florida
FL;https://justfacts.votesmart.org/interest-group/3058/the-everglades-trust
FL;https://justfacts.votesmart.org/interest-group/2798/the-new-florida-majority
FL;https://justfacts.votesmart.org/interest-group/528/national-federation-of-independent-business-florida
FL;https://justfacts.votesmart.org/interest-group/607/florida-chamber-of-commerce
FL;https://justfacts.votesmart.org/interest-group/2480/florida-conservation-voters
FL;https://justfacts.votesmart.org/interest-group/2082/fund-education-now
FL;https://justfacts.votesmart.org/interest-group/3053/greater-south-florida-chamber-of-commerce
FL;https://justfacts.votesmart.org/interest-group/2539/florida-family-action
FL;https://justfacts.votesmart.org/interest-group/2002/league-of-southeastern-credit-unions
FL;https://justfacts.votesmart.org/interest-group/2579/service-employees-international-union-seiu-florida
FL;https://justfacts.votesmart.org/interest-group/3299/republican-liberty-caucus-of-florida
FL;https://justfacts.votesmart.org/interest-group/715/florida-league-of-conservation-voters
FL;https://justfacts.votesmart.org/interest-group/3051/vote-water
FL;https://justfacts.votesmart.org/interest-group/3059/the-democratic-environmental-caucus-of-florida
FL;https://justfacts.votesmart.org/interest-group/1913/south-florida-9-12
FL;https://justfacts.votesmart.org/interest-group/3093/stand-with-parkland
FL;https://justfacts.votesmart.org/interest-group/3042/florida-lgbtq-democratic-caucus
FL;https://justfacts.votesmart.org/interest-group/3062/the-paradise-progressive
FL;https://justfacts.votesmart.org/interest-group/1286/florida-associated-builders-and-contractors
FL;https://justfacts.votesmart.org/interest-group/1499/florida-naral
FL;https://justfacts.votesmart.org/interest-group/1591/christian-coalition-of-florida
FL;https://justfacts.votesmart.org/interest-group/2117/christian-family-coalition-florida
FL;https://justfacts.votesmart.org/interest-group/2536/personhood-florida
FL;https://justfacts.votesmart.org/interest-group/2153/florida-medical-association-political-action-committee
FL;https://justfacts.votesmart.org/interest-group/2001/florida-health-care-association-fhca
FL;https://justfacts.votesmart.org/interest-group/2354/ruths-list-florida
FL;https://justfacts.votesmart.org/interest-group/47/florida-medical-political-action-committee
FL;https://justfacts.votesmart.org/interest-group/3045/republican-national-hispanic-assembly-of-florida
FL;https://justfacts.votesmart.org/interest-group/2216/ronald-reagan-republican-assemblies-of-florida
FL;https://justfacts.votesmart.org/interest-group/69/florida-afl-cio
FL;https://justfacts.votesmart.org/interest-group/2077/foundation-for-floridas-future
FL;https://justfacts.votesmart.org/interest-group/2353/equality-florida
FL;https://justfacts.votesmart.org/interest-group/963/florida-right-to-life
GA;https://justfacts.votesmart.org/interest-group/790/georgia-conservative-coalition
GA;https://justfacts.votesmart.org/interest-group/721/georgia-christian-coalition
GA;https://justfacts.votesmart.org/interest-group/1618/national-federation-of-independent-business-georgia
GA;https://justfacts.votesmart.org/interest-group/2219/georgia-sierra-club
GA;https://justfacts.votesmart.org/interest-group/760/georgia-chamber-of-commerce
GA;https://justfacts.votesmart.org/interest-group/2062/americans-for-prosperity-georgia-chapter
GA;https://justfacts.votesmart.org/interest-group/1230/planned-parenthood-southeast-advocates
GA;https://justfacts.votesmart.org/interest-group/2627/red-clay-democrats
GA;https://justfacts.votesmart.org/interest-group/980/georgia-sports-shooting-association
GA;https://justfacts.votesmart.org/interest-group/1014/spark-reproductive-justice-now
GA;https://justfacts.votesmart.org/interest-group/2623/georgia-stonewall-democrats
GA;https://justfacts.votesmart.org/interest-group/2624/her-term
GA;https://justfacts.votesmart.org/interest-group/2640/our-revolution-georgia
GA;https://justfacts.votesmart.org/interest-group/573/national-rifle-association-political-victory-fund
GA;https://justfacts.votesmart.org/interest-group/2625/naral-pro-choice-georgia
GA;https://justfacts.votesmart.org/interest-group/2834/family-policy-alliance-of-georgia
GA;https://justfacts.votesmart.org/interest-group/3289/faith-and-freedom-coalition-of-georgia
GA;https://justfacts.votesmart.org/interest-group/1024/georgia-equality
HI;https://justfacts.votesmart.org/interest-group/3273/ibew-local-1186-international-brotherhood-of-electrical-workers
HI;https://justfacts.votesmart.org/interest-group/2435/unite-here-local-5
HI;https://justfacts.votesmart.org/interest-group/2466/planned-parenthood-votes-northwest-and-hawaii
HI;https://justfacts.votesmart.org/interest-group/66/sierra-club-hawaii-chapter
HI;https://justfacts.votesmart.org/interest-group/2222/hawaii-government-employees-association
HI;https://justfacts.votesmart.org/interest-group/1836/national-rifle-association-political-victory-fund
HI;https://justfacts.votesmart.org/interest-group/1208/hawaii-state-afl-cio
HI;https://justfacts.votesmart.org/interest-group/1917/hawaii-state-teachers-association
HI;https://justfacts.votesmart.org/interest-group/3261/state-of-hawaii-organization-of-police-officers
HI;https://justfacts.votesmart.org/interest-group/1169/paychecks-hawaii-smart-business-hawaii
HI;https://justfacts.votesmart.org/interest-group/2788/united-public-workers
HI;https://justfacts.votesmart.org/interest-group/1561/national-federation-of-independent-business-hawaii
HI;https://justfacts.votesmart.org/interest-group/3272/plumbers-and-fitters-ua-local-675
ID;https://justfacts.votesmart.org/interest-group/2690/idaho-associated-general-contractors
ID;https://justfacts.votesmart.org/interest-group/2689/idaho-state-fraternal-order-of-police-lodge
ID;https://justfacts.votesmart.org/interest-group/1808/idaho-conservative
ID;https://justfacts.votesmart.org/interest-group/1476/idaho-christian-coalition
ID;https://justfacts.votesmart.org/interest-group/1317/planned-parenthood-of-the-great-northwest-idaho
ID;https://justfacts.votesmart.org/interest-group/1040/national-federation-of-independent-business-idaho
ID;https://justfacts.votesmart.org/interest-group/1248/idaho-water-users-association
ID;https://justfacts.votesmart.org/interest-group/820/idaho-association-of-commerce-industry
ID;https://justfacts.votesmart.org/interest-group/2468/planned-parenthood-votes-northwest-and-hawaii
ID;https://justfacts.votesmart.org/interest-group/1111/voters-for-outdoor-idaho
ID;https://justfacts.votesmart.org/interest-group/1305/idaho-womens-network
ID;https://justfacts.votesmart.org/interest-group/906/idaho-conservation-league
IL;https://justfacts.votesmart.org/interest-group/1264/illinois-federation-for-right-to-life
IL;https://justfacts.votesmart.org/interest-group/3199/illinois-muslim-civic-coalition
IL;https://justfacts.votesmart.org/interest-group/209/illinois-public-interest-research-group
IL;https://justfacts.votesmart.org/interest-group/2662/familia-latina-unida
IL;https://justfacts.votesmart.org/interest-group/2985/illinois-right-to-life-action
IL;https://justfacts.votesmart.org/interest-group/1047/national-federation-of-independent-business-illinois
IL;https://justfacts.votesmart.org/interest-group/2073/for-the-good-of-illinois
IL;https://justfacts.votesmart.org/interest-group/225/illinois-churches-in-action-on-alcohol-and-addiction-problems-ilcaaap
IL;https://justfacts.votesmart.org/interest-group/1986/illinois-manufacturers-association
IL;https://justfacts.votesmart.org/interest-group/2661/service-employees-international-union-seiu-illinois
IL;https://justfacts.votesmart.org/interest-group/262/equality-illinois
IL;https://justfacts.votesmart.org/interest-group/316/national-association-of-social-workers-illinois-chapter
IL;https://justfacts.votesmart.org/interest-group/467/illinois-afl-cio
IL;https://justfacts.votesmart.org/interest-group/2548/illinois-parents-of-adults-with-developmental-disabilities
IL;https://justfacts.votesmart.org/interest-group/1097/planned-parenthood-illinois-action
IL;https://justfacts.votesmart.org/interest-group/314/illinois-citizens-against-handgun-violence
IL;https://justfacts.votesmart.org/interest-group/1712/technology-manufacturing-association
IL;https://justfacts.votesmart.org/interest-group/1645/illinois-family-institute
IL;https://justfacts.votesmart.org/interest-group/1021/citizen-action-illinois
IL;https://justfacts.votesmart.org/interest-group/1718/united-republican-fund-of-illinois
IL;https://justfacts.votesmart.org/interest-group/2655/illinois-parent-teacher-association
IL;https://justfacts.votesmart.org/interest-group/9/illinois-state-rifle-association
IL;https://justfacts.votesmart.org/interest-group/2987/chicago-teachers-union
IL;https://justfacts.votesmart.org/interest-group/496/illinois-naral
IL;https://justfacts.votesmart.org/interest-group/2980/service-employees-international-union-seiu-healthcare-illinois
IL;https://justfacts.votesmart.org/interest-group/2986/chicago-federation-of-labor
IL;https://justfacts.votesmart.org/interest-group/552/illinois-sierra-club
IL;https://justfacts.votesmart.org/interest-group/34/illinois-environmental-council
IL;https://justfacts.votesmart.org/interest-group/2227/illinois-family-action-ifa-pac
IL;https://justfacts.votesmart.org/interest-group/2169/the-illinois-opportunity-project
IL;https://justfacts.votesmart.org/interest-group/2990/personal-pac
IL;https://justfacts.votesmart.org/interest-group/1277/illinois-civil-justice-league
IL;https://justfacts.votesmart.org/interest-group/567/illinois-federation-of-teachers
IL;https://justfacts.votesmart.org/interest-group/2953/united-working-families
IL;https://justfacts.votesmart.org/interest-group/1827/illinois-league-of-conservation-voters
IL;https://justfacts.votesmart.org/interest-group/186/automotive-parts-and-service-association-of-illinois
IL;https://justfacts.votesmart.org/interest-group/2934/the-peoples-lobby
IN;https://justfacts.votesmart.org/interest-group/729/citizens-action-coalition-of-indiana
IN;https://justfacts.votesmart.org/interest-group/357/planned-parenthood-advocates-of-indiana
IN;https://justfacts.votesmart.org/interest-group/493/hoosier-environmental-council
IN;https://justfacts.votesmart.org/interest-group/457/indiana-chamber-of-commerce
IN;https://justfacts.votesmart.org/interest-group/662/national-federation-of-independent-business-indiana
IN;https://justfacts.votesmart.org/interest-group/2162/american-conservative-union-indiana
IN;https://justfacts.votesmart.org/interest-group/1786/indiana-manufacturers-association
IA;https://justfacts.votesmart.org/interest-group/363/national-federation-of-independent-business-iowa
IA;https://justfacts.votesmart.org/interest-group/2700/iowa-women-for-progressive-change
IA;https://justfacts.votesmart.org/interest-group/2303/planned-parenthood-voters-of-iowa
IA;https://justfacts.votesmart.org/interest-group/2702/asian-latino-coalition
KS;https://justfacts.votesmart.org/interest-group/677/kansas-national-education-association
KS;https://justfacts.votesmart.org/interest-group/2324/mainstream-coalition
KS;https://justfacts.votesmart.org/interest-group/924/national-rifle-association-political-victory-fund
KS;https://justfacts.votesmart.org/interest-group/2326/kansas-families-for-education
KS;https://justfacts.votesmart.org/interest-group/2755/kansas-advancing-women
KS;https://justfacts.votesmart.org/interest-group/1969/kansas-afl-cio
KS;https://justfacts.votesmart.org/interest-group/284/sierra-club-kansas-chapter
KS;https://justfacts.votesmart.org/interest-group/1290/national-federation-of-independent-business-kansas
KS;https://justfacts.votesmart.org/interest-group/3060/kansas-livestock-association
KS;https://justfacts.votesmart.org/interest-group/3113/service-employees-international-union-seiu-kansas
KS;https://justfacts.votesmart.org/interest-group/2463/planned-parenthood-great-plains-votes
KY;https://justfacts.votesmart.org/interest-group/3083/service-employees-international-union-seiu-district-1199-kentucky
KY;https://justfacts.votesmart.org/interest-group/2906/the-appalachia-first-initiative
KY;https://justfacts.votesmart.org/interest-group/2549/planned-parenthood-advocates-of-kentucky
KY;https://justfacts.votesmart.org/interest-group/2903/kentucky-fraternal-order-of-police
KY;https://justfacts.votesmart.org/interest-group/1556/national-federation-of-independent-business-kentucky
KY;https://justfacts.votesmart.org/interest-group/1740/kentucky-club-for-growth
KY;https://justfacts.votesmart.org/interest-group/197/kentucky-center-for-public-issues
LA;https://justfacts.votesmart.org/interest-group/2381/sierra-club-delta-chapter
LA;https://justfacts.votesmart.org/interest-group/642/louisiana-afl-cio
LA;https://justfacts.votesmart.org/interest-group/2474/louisiana-federation-of-teachers-school-employees
LA;https://justfacts.votesmart.org/interest-group/255/louisiana-electorate-of-gays-and-lesbians-inc
LA;https://justfacts.votesmart.org/interest-group/391/louisiana-environmental-action-network
LA;https://justfacts.votesmart.org/interest-group/866/planned-parenthood-gulf-coast-action
LA;https://justfacts.votesmart.org/interest-group/1100/national-federation-of-independent-business-louisiana
ME;https://justfacts.votesmart.org/interest-group/954/maine-conservation-voters
ME;https://justfacts.votesmart.org/interest-group/2852/maine-state-chamber-of-commerce
ME;https://justfacts.votesmart.org/interest-group/890/sportsmans-alliance-of-maine
ME;https://justfacts.votesmart.org/interest-group/1048/national-federation-of-independent-business-maine
ME;https://justfacts.votesmart.org/interest-group/2135/maine-service-employees-association
ME;https://justfacts.votesmart.org/interest-group/885/national-rifle-association-political-victory-fund
ME;https://justfacts.votesmart.org/interest-group/1413/planned-parenthood-maine-action-fund
ME;https://justfacts.votesmart.org/interest-group/2723/maine-state-nurses-association
ME;https://justfacts.votesmart.org/interest-group/168/natural-resources-council-of-maine
ME;https://justfacts.votesmart.org/interest-group/1053/maine-womens-lobby
MD;https://justfacts.votesmart.org/interest-group/2731/service-employees-international-union-seiu-local-500
MD;https://justfacts.votesmart.org/interest-group/14/maryland-state-education-association-nea
MD;https://justfacts.votesmart.org/interest-group/453/maryland-catholic-conference
MD;https://justfacts.votesmart.org/interest-group/2732/afscme-maryland-afscme-3
MD;https://justfacts.votesmart.org/interest-group/115/maryland-public-interest-research-group
MD;https://justfacts.votesmart.org/interest-group/321/smoke-free-maryland-coalition
MD;https://justfacts.votesmart.org/interest-group/1496/national-rifle-association-political-victory-fund
MD;https://justfacts.votesmart.org/interest-group/402/planned-parenthood-metropolitan-washington-dc-action-fund
MD;https://justfacts.votesmart.org/interest-group/767/maryland-family-values-alliance
MD;https://justfacts.votesmart.org/interest-group/2535/stop-big-brother-maryland
